Expenses,OB_HO,Last Folder_HO,Actual_HO,Variance OB_HO,Variance LF_HO,OB_Bawal,Last Folder_Bawal,Actual_Bawal,Variance OB_Bawal,Variance LF_Bawal,OB_Chennai,Last Folder_Chennai,Actual_Chennai,Variance OB_Chennai,Variance LF_Chennai,OB_Roorkee,Last Folder_Roorkee,Actual_Roorkee,Variance OB_Roorkee,Variance LF_Roorkee,OB_T16,Last Folder_T16,Actual_T16,Variance OB_T16,Variance LF_T16,OB_NPAU,Last Folder_NPAU,Actual_NPAU,Variance OB_NPAU,Variance LF_NPAU,OB_KAU,Last Folder_KAU,Actual_KAU,Variance OB_KAU,Variance LF_KAU,OB_BAU,Last Folder_BAU,Actual_BAU,Variance OB_BAU,Variance LF_BAU,OB_Gujarat,Last Folder_Gujarat,Actual_Gujarat,Variance OB_Gujarat,Variance LF_Gujarat,OB_Total,Last Folder_Total,Actual_Total,Variance OB_Total,Variance LF_Total,Month
Wages,0.0,0.0,0.0,0.0,0.0,50234056.4623551,50344247.36087538,24251503.76999992,25982552.69235518,26092743.59087546,8447544.23026149,9244025.220616689,9524476.34,-1076932.10973851,-280451.1193833109,1216834.0428254784,1216834.0428254784,1153464.8997000009,63369.14312547748,63369.14312547748,793584.0661039064,793584.0661039064,750869.879999999,42714.186103907414,42714.186103907414,34099.0,34099.0,15025.0,19074.0,19074.0,0.0,0.0,0.0,0.0,0.0,177065.0,177065.0,254337.44,-77272.44,-77272.44,0.0,0.0,0.0,0.0,0.0,60903182.80154597,61809854.690421455,35949677.32969992,24953505.47184605,25860177.360721536,Feb'19
Tarinees,427539.89999999997,427539.89999999997,285106.0,142433.89999999997,142433.89999999997,15373030.200199999,16427405.592,16074188.099999994,-701157.8997999951,353217.49200000614,10385661.622511797,11743188.800000003,10304148.57,81513.05251179636,1439040.2300000023,2348034.076,2348034.076,3022519.2799999975,-674485.2039999976,-674485.2039999976,3864286.2087270394,3864286.2087270394,4203308.080000003,-339021.8712729635,-339021.8712729635,1663578.277387436,1663578.277387436,1177681.25,485897.027387436,485897.027387436,1628959.6467302265,1628959.6467302265,1545042.8399999999,83916.80673022661,83916.80673022661,1385042.0,1185042.0,880431.5999999999,504610.40000000014,304610.40000000014,0.0,0.0,0.0,0.0,0.0,37076131.9315565,39288034.50084471,37492425.71999999,-416293.78844349086,1795608.7808447182,Feb'19
Total,13546055.180176482,13546055.180176482,12308782.97999999,1237272.2001764919,1237272.2001764919,82309606.24894671,83774172.539267,55385955.30999991,26923650.9389468,28388217.229267083,30196293.72988624,33041702.634396315,30760234.64,-563940.9101137593,2281467.994396312,6373465.353574861,6373465.353574861,6517385.021256408,-143919.66768154711,-143919.66768154711,8339330.907906128,8339330.907906128,8566948.67339769,-227617.76549156243,-227617.76549156243,2924805.4910265016,2924805.4910265016,2437134.6500000004,487670.84102650126,487670.84102650126,2334531.4754871265,2334531.4754871265,2045333.999999999,289197.4754871273,289197.4754871273,2274077.014161492,2074077.0141614922,1819985.7300000002,454091.2841614922,254091.2841614922,1028247.916666666,1028247.916666666,683634.6499999991,344613.26666666695,344613.26666666695,149326413.3178322,153436388.5126626,120525395.654654,28801017.66317822,32910992.858008586,Feb'19
Pune Warehouse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feb'19
MSIL Sub Assembly-Gurgaon,0.0,0.0,0.0,0.0,0.0,1245465.0025599997,1245465.0025599997,1563200.0,-317734.9974400003,-317734.9974400003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1245465.0025599997,1245465.0025599997,1563200.0,-317734.9974400003,-317734.9974400003,Feb'19
"MSIL Sub Assembly, Manesar",0.0,0.0,0.0,0.0,0.0,1231932.5158399998,1231932.5158399998,1683750.0,-451817.4841600002,-451817.4841600002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1231932.5158399998,1231932.5158399998,1683750.0,-451817.4841600002,-451817.4841600002,Feb'19
Banglore Sub Assembly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feb'19
KAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feb'19
AFM Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feb'19
Bilaspur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feb'19
AFM Kolkata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feb'19
TOTAL Warehouses (D),0.0,0.0,0.0,0.0,0.0,2477397.5183999995,2477397.5183999995,3246950.0,-769552.4816000005,-769552.4816000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2477397.5183999995,2477397.5183999995,3246950.0,-769552.4816000005,-769552.4816000005,Feb'19
Subcontractors,0.0,0.0,0.0,0.0,0.0,94023.79819999999,94023.79819999999,94023.79820000008,0.0,0.0,1406015.0,1406015.0,1406015.0,0.0,0.0,527451.5833333334,527451.5833333334,633686.29,-106234.70666666667,-106234.70666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72624.0,72624.0,64810.0,7814.0,7814.0,0.0,0.0,0.0,0.0,0.0,2100114.3815333336,2100114.3815333336,2198535.0882,-98420.70666666655,-98420.70666666655,Feb'19
Assigned Personnels(Incl I.Tax Paid),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feb'19
Good Work Reward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165896.0,-165896.0,-165896.0,0.0,0.0,75644.0,-75644.0,-75644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241540.0,-241540.0,-241540.0,Feb'19
Attendance Incentive,0.0,0.0,0.0,0.0,0.0,71280.0,71280.0,0.0,71280.0,71280.0,93337.874301,101837.874301,56800.0,36537.874301,45037.874301,19975.0,19975.0,0.0,19975.0,19975.0,22500.0,22500.0,0.0,22500.0,22500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207092.874301,215592.874301,56800.0,150292.874301,158792.874301,Feb'19
Night Attendance Incentive to Operators,0.0,0.0,0.0,0.0,0.0,102960.00000000001,102960.00000000001,0.0,102960.00000000001,102960.00000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102960.00000000001,102960.00000000001,0.0,102960.00000000001,102960.00000000001,Feb'19
Leave Encashment,0.0,0.0,0.0,0.0,0.0,749174.0070182276,749174.0070182276,749174.0100000026,-0.002981774974614382,-0.002981774974614382,512920.4487179493,557349.9410256416,507516.0,5404.448717949272,49833.94102564163,27908.58974358974,27908.58974358974,27908.58974358975,0.0,0.0,22173.39487179487,22173.39487179487,22173.39487179491,-4.001776687800884e-11,-4.001776687800884e-11,933.3333333333334,933.3333333333334,0.0,933.3333333333334,933.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1313109.7736848947,1357539.2659925872,1306771.9946153872,6337.779069507495,50767.27137720003,Feb'19
Overtime,0.0,0.0,0.0,0.0,0.0,83333.33333333333,83333.33333333333,83333.33999999985,-0.006666666522505693,-0.006666666522505693,700000.0,759038.5023365384,545742.34,154257.66000000003,213296.16233653843,80059.23076923075,80059.23076923075,120444.0,-40384.76923076925,-40384.76923076925,79824.22153846154,79824.22153846154,159409.0,-79584.77846153846,-79584.77846153846,2153.846153846154,2153.846153846154,0.0,2153.846153846154,2153.846153846154,0.0,0.0,0.0,0.0,0.0,50000.0,50000.0,30989.0,19011.0,19011.0,0.0,0.0,0.0,0.0,0.0,995370.6317948718,1054409.1341314102,939917.6799999998,55452.951794871944,114491.45413141034,Feb'19
Bonus & Ex-Gratia (workers),0.0,0.0,0.0,0.0,0.0,2145132.0,2145132.0,2215109.0,-69977.0,-69977.0,758333.343908626,829166.6772419594,855569.0,-97235.656091374,-26402.322758040624,85383.33333333333,85383.33333333333,85383.0,0.3333333333284827,0.3333333333284827,86666.66666666667,86666.66666666667,86666.0,0.6666666666715173,0.6666666666715173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3075515.343908626,3146348.6772419596,3242727.0,-167211.65609137388,-96378.32275804039,Feb'19
Bonus & Ex-Gratia (Trainees),0.0,0.0,0.0,0.0,0.0,273900.69588,279337.29786900006,388515.08,-114614.38412,-109177.78213099996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273900.69588,279337.29786900006,388515.08,-114614.38412,-109177.78213099996,Feb'19
Production Incentive,0.0,0.0,0.0,0.0,0.0,4570800.0,4570800.0,4568075.0,2725.0,2725.0,952000.0933333333,1042000.0933333333,1198208.0,-246207.90666666673,-156207.90666666673,0.0,0.0,0.0,0.0,0.0,96000.0,96000.0,67440.0,28560.0,28560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9100.0,9100.0,12598.0,-3498.0,-3498.0,0.0,0.0,0.0,0.0,0.0,5627900.093333334,5717900.093333334,5846321.0,-218420.90666666627,-128420.90666666627,Feb'19
TOTAL SubContract( E),0.0,0.0,0.0,0.0,0.0,8090603.834431561,8096040.436420562,8264126.228200003,-173522.39376844149,-168085.79177944144,4422606.760260909,4695408.088238472,4645494.34,-222887.57973909142,49913.748238472705,740777.7371794872,740777.7371794872,867421.8797435898,-126644.14256410259,-126644.14256410259,307164.2830769231,307164.2830769231,335688.3948717949,-28524.11179487183,-28524.11179487183,3087.1794871794873,3087.1794871794873,0.0,3087.1794871794873,3087.1794871794873,0.0,0.0,0.0,0.0,0.0,131724.0,131724.0,108397.0,23327.0,23327.0,0.0,0.0,0.0,0.0,0.0,13695963.79443606,13974201.724402625,14221127.842815388,-525164.0483793272,-246926.11841276276,Feb'19
Recruitment ,1386.0,1386.0,1800.0,-414.0,-414.0,5676.0,5676.0,0.0,5676.0,5676.0,3344.0,3344.0,0.0,3344.0,3344.0,930.6,930.6,0.0,930.6,930.6,1177.0,1177.0,9440.0,-8263.0,-8263.0,330.0,330.0,16885.0,-16555.0,-16555.0,216.66666666666666,216.66666666666666,0.0,216.66666666666666,216.66666666666666,330.0,330.0,0.0,330.0,330.0,0.0,0.0,0.0,0.0,0.0,13390.266666666666,13390.266666666666,28125.0,-14734.733333333334,-14734.733333333334,Feb'19
Training,140074.37888198756,140074.37888198756,59333.0,80741.37888198756,80741.37888198756,118504.75,118504.75,6000.0,112504.75,112504.75,450000.0,477101.0,498639.0,-48639.0,-21538.0,114474.0,114474.0,46318.0,68156.0,68156.0,136894.88241227373,136894.88241227373,10000.0,126894.88241227373,126894.88241227373,61234.14689175559,61234.14689175559,0.0,61234.14689175559,61234.14689175559,28035.317460317463,28035.317460317463,0.0,28035.317460317463,28035.317460317463,2000.0,2000.0,0.0,2000.0,2000.0,83333.33333333333,83333.33333333333,0.0,83333.33333333333,83333.33333333333,1134550.8089796677,1161651.8089796677,620290.0,514260.8089796677,541361.8089796677,Feb'19
TOTAL Recruitment(F),141460.37888198756,141460.37888198756,61133.0,80327.37888198756,80327.37888198756,124180.75,124180.75,6000.0,118180.75,118180.75,453344.0,480445.0,498639.0,-45295.0,-18194.0,115404.6,115404.6,46318.0,69086.6,69086.6,138071.88241227373,138071.88241227373,19440.0,118631.88241227373,118631.88241227373,61564.14689175559,61564.14689175559,16885.0,44679.14689175559,44679.14689175559,28251.98412698413,28251.98412698413,0.0,28251.98412698413,28251.98412698413,2330.0,2330.0,0.0,2330.0,2330.0,83333.33333333333,83333.33333333333,0.0,83333.33333333333,83333.33333333333,1147941.0756463343,1175042.0756463343,648415.0,499526.0756463344,526627.0756463344,Feb'19
Canteen,127200.0,127200.0,43451.0,83749.0,83749.0,2662709.68,2606472.4,1946984.68999998,715724.9900000202,659487.71000002,2737308.5564545207,2934668.4347884227,2592467.45,144841.1064545205,342200.9847884225,540464.4473122,540464.4473122,457769.0,82695.44731219998,82695.44731219998,350314.6053333333,350314.6053333333,362231.51999999955,-11916.914666666242,-11916.914666666242,92851.62000000001,92851.62000000001,30630.5,62221.12000000001,62221.12000000001,218632.59999999998,218632.59999999998,212639.96999999997,5992.630000000005,5992.630000000005,239868.0,239868.0,185188.0,54680.0,54680.0,36816.0,36816.0,0.0,36816.0,36816.0,7006165.509100053,7147288.107433956,5831362.129999979,1174803.379100074,1315925.9774339767,Feb'19
Employee Claim / Refreshmnent,67532.91666666667,67532.91666666667,72283.99999999994,-4751.08333333327,-4751.08333333327,0.0,0.0,136658.0,-136658.0,-136658.0,30000.0,31000.0,58222.0,-28222.0,-27222.0,333.3333333333333,333.3333333333333,0.0,333.3333333333333,333.3333333333333,0.0,0.0,0.0,0.0,0.0,2000.0,2000.0,0.0,2000.0,2000.0,2575.0,2575.0,0.0,2575.0,2575.0,2000.0,2000.0,0.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,104441.25,105441.25,267163.99999999994,-162722.74999999994,-161722.74999999994,Feb'19
Suggestion Scheme,0.0,0.0,0.0,0.0,0.0,26000.0,26000.0,26000.0,0.0,0.0,61500.0,61500.0,45533.0,15967.0,15967.0,0.0,0.0,0.0,0.0,0.0,3550.0,3550.0,0.0,3550.0,3550.0,1050.0,1050.0,0.0,1050.0,1050.0,5964.0,5964.0,0.0,5964.0,5964.0,7200.0,7200.0,0.0,7200.0,7200.0,0.0,0.0,0.0,0.0,0.0,105264.0,105264.0,71533.0,33731.0,33731.0,Feb'19
Family Visits,0.0,0.0,0.0,0.0,0.0,10500.0,10500.0,10500.0,0.0,0.0,45150.0,45150.0,0.0,45150.0,45150.0,0.0,0.0,0.0,0.0,0.0,4583.333333333333,4583.333333333333,0.0,4583.333333333333,4583.333333333333,0.0,0.0,0.0,0.0,0.0,2000.0,2000.0,0.0,2000.0,2000.0,10000.0,10000.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,72233.33333333334,72233.33333333334,10500.0,61733.33333333334,61733.33333333334,Feb'19
Employee Engagement Activities,16000.0,16000.0,0.0,16000.0,16000.0,44750.0,44750.0,44750.0,0.0,0.0,27000.0,27000.0,0.0,27000.0,27000.0,56830.0,56830.0,24010.0,32820.0,32820.0,16033.333333333332,16033.333333333332,8809.0,7224.333333333332,7224.333333333332,2000.0,2000.0,3609.0,-1609.0,-1609.0,8500.0,8500.0,5042.999999999998,3457.000000000002,3457.000000000002,5000.0,5000.0,0.0,5000.0,5000.0,0.0,0.0,0.0,0.0,0.0,176113.33333333334,176113.33333333334,86221.0,89892.33333333334,89892.33333333334,Feb'19
Director's Party/ Others,0.0,0.0,0.0,0.0,0.0,11000.0,11000.0,65950.0,-54950.0,-54950.0,25000.0,25000.0,15000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11660.0,-11660.0,-11660.0,0.0,0.0,8297.0,-8297.0,-8297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36000.0,36000.0,100907.0,-64907.0,-64907.0,Feb'19
QC circle,0.0,0.0,0.0,0.0,0.0,1750.0,1750.0,-11517.440000000002,13267.440000000002,13267.440000000002,30000.0,36675.0,0.0,30000.0,36675.0,0.0,0.0,0.0,0.0,0.0,14368.75,14368.75,0.0,14368.75,14368.75,875.0,875.0,0.0,875.0,875.0,5000.0,5000.0,0.0,5000.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51993.75,58668.75,-11517.440000000002,63511.19,70186.19,Feb'19
Sports,0.0,0.0,0.0,0.0,0.0,129866.66666666667,129866.66666666667,18748.560000000056,111118.10666666662,111118.10666666662,129340.8015817901,129340.8015817901,0.0,129340.8015817901,129340.8015817901,30127.083333333332,30127.083333333332,0.0,30127.083333333332,30127.083333333332,2750.0,2750.0,0.0,2750.0,2750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292084.5515817901,292084.5515817901,18748.560000000056,273335.99158179003,273335.99158179003,Feb'19
Social Activities,0.0,0.0,0.0,0.0,0.0,53720.0,53720.0,57498.0,-3778.0,-3778.0,19000.0,19000.0,19235.0,-235.0,-235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73720.0,73720.0,76733.0,-3013.0,-3013.0,Feb'19
Club,0.0,0.0,0.0,0.0,0.0,59705.0,59705.0,26380.0,33325.0,33325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59705.0,59705.0,26380.0,33325.0,33325.0,Feb'19
Gifts,0.0,0.0,0.0,0.0,0.0,15003.0,15003.0,516991.16000000015,-501988.16000000015,-501988.16000000015,394201.03624999995,413246.86958333326,385083.0,9118.036249999946,28163.86958333326,0.0,0.0,0.0,0.0,0.0,5000.0,5000.0,0.0,5000.0,5000.0,0.0,0.0,5001.0,-5001.0,-5001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414204.03624999995,433249.86958333326,907075.1600000001,-492871.1237500002,-473825.2904166669,Feb'19
Insurance,64978.5,64978.5,64979.0,-0.5,-0.5,978344.388888889,982859.388888889,1057600.0,-79255.61111111101,-74740.61111111101,498435.18808333325,539435.4880833332,419655.01000000024,78780.17808333301,119780.478083333,143132.775,143132.775,132120.0,11012.774999999994,11012.774999999994,91198.93125000001,91198.93125000001,86656.0,4542.931250000009,4542.931250000009,6125.0,6125.0,22367.589999999997,-16242.589999999997,-16242.589999999997,2651.25,2651.25,113153.25,-110502.0,-110502.0,0.0,0.0,0.0,0.0,0.0,12063.191304347829,12063.191304347829,0.0,12063.191304347829,12063.191304347829,1796929.22452657,1842444.52452657,1896530.8500000003,-99601.62547343038,-54086.325473430334,Feb'19
Vehicles For Staff at plant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2998696.0236161407,3867816.0236161407,2723536.4400000004,275159.5836161403,1144279.5836161403,266430.15,266430.15,193569.7999999998,72860.35000000021,72860.35000000021,359321.21,359321.21,357325.5,1995.710000000021,1995.710000000021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3624447.3836161406,4493567.383616141,3274431.74,350015.64361614035,1219135.6436161408,Feb'19
Bus Hiring For Staff-Plant,0.0,0.0,0.0,0.0,0.0,2536990.5074999994,2536990.5074999994,2274857.099999994,262133.40750000533,262133.40750000533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143325.0,143325.0,145073.0,-1748.0,-1748.0,181650.0,181650.0,175411.74,6238.260000000009,6238.260000000009,235377.90000000002,235377.90000000002,196920.0,38457.90000000002,38457.90000000002,0.0,0.0,0.0,0.0,0.0,3097343.4074999993,3097343.4074999993,2792261.8399999943,305081.567500005,305081.567500005,Feb'19
Safety Wear,1645.0,1645.0,0.0,1645.0,1645.0,413275.0,413275.0,843874.4499999993,-430599.44999999925,-430599.44999999925,40000.0,40000.0,0.0,40000.0,40000.0,5852.175,5852.175,10642.709999999963,-4790.534999999963,-4790.534999999963,68432.75,68432.75,23910.0,44522.75,44522.75,0.0,0.0,850.0,-850.0,-850.0,0.0,0.0,700.0,-700.0,-700.0,0.0,0.0,0.0,0.0,0.0,3861.709730184694,3861.709730184694,0.0,3861.709730184694,3861.709730184694,533066.6347301847,533066.6347301847,879977.1599999992,-346910.52526981453,-346910.52526981453,Feb'19
Medical Expenses,3273.9166666666665,3273.9166666666665,0.0,3273.9166666666665,3273.9166666666665,177820.8333333333,177820.8333333333,105068.0,72752.83333333331,72752.83333333331,85000.0,88000.0,127474.98,-42474.979999999996,-39474.979999999996,16600.0,16600.0,18000.0,-1400.0,-1400.0,27143.75,27143.75,28500.0,-1356.25,-1356.25,1575.0,1575.0,0.0,1575.0,1575.0,2000.0,2000.0,0.0,2000.0,2000.0,15000.0,15000.0,13714.0,1286.0,1286.0,1540.8047346048581,1540.8047346048581,0.0,1540.8047346048581,1540.8047346048581,329954.30473460484,332954.30473460484,292756.98,37197.32473460486,40197.32473460486,Feb'19
TOTAL Welfare(G),280630.3333333334,280630.3333333334,180713.99999999994,99916.3333333334,99916.3333333334,7121435.076388888,7069712.796388888,7120342.5199999735,1092.5563889149926,-50629.72361108515,7120631.605985785,8257832.61765302,6386206.880000001,734424.7259857839,1871625.7376530191,1059769.9639788668,1059769.9639788668,836111.5099999998,223658.45397886686,223658.45397886686,942696.66325,942696.66325,879092.0199999996,63604.64325000045,63604.64325000045,249801.62,249801.62,215828.09,33973.53000000001,33973.53000000001,429972.85,429972.85,506947.95999999996,-76975.10999999999,-76975.10999999999,514445.9,514445.9,395822.0,118623.90000000002,118623.90000000002,54281.70576913738,54281.70576913738,0.0,54281.70576913738,54281.70576913738,17773665.71870601,18859144.450373247,16521064.979999974,1252600.7387060358,2338079.470373273,Feb'19
TOTAL COST,13968145.892391803,13968145.892391803,12550629.97999999,1417515.912391813,1417515.912391813,100123223.42816716,101541504.04047646,74023374.05819988,26099849.36996727,27518129.982276555,42192876.096132934,46475388.340287805,42290574.86000001,-97698.76386706694,4184813.4802878043,8289417.6547332145,8289417.6547332145,8267236.4109999975,22181.243733217154,22181.243733217154,9727263.736645324,9727263.736645324,9801169.088269485,-73905.35162416007,-73905.35162416007,3239258.4374054368,3239258.4374054368,2669847.74,569410.6974054364,569410.6974054364,2792756.3096141107,2792756.3096141107,2552281.959999999,240474.34961411147,240474.34961411147,2922576.914161492,2722576.914161492,2324204.7300000004,598372.1841614922,398372.1841614922,1165862.9557691368,1165862.9557691368,683634.6499999991,482228.30576913763,482228.30576913763,184421381.42502064,189922174.28148484,155162953.47746938,29258427.94755126,34759220.80401543,Feb'19
HO Allocated Cost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feb'19
Grand Total,13968145.892391803,13968145.892391803,12550629.97999999,1417515.9123918135,1417515.9123918135,100123223.42816716,101541504.04047646,74023374.05819988,26099849.36996728,27518129.982276574,42192876.096132934,46475388.340287805,42290574.86000001,-97698.76386707276,4184813.4802877977,8289417.6547332145,8289417.6547332145,8267236.4109999975,22181.24373321701,22181.24373321701,9727263.736645324,9727263.736645324,9801169.088269485,-73905.351624161,-73905.351624161,3239258.4374054368,3239258.4374054368,2669847.74,569410.6974054365,569410.6974054365,2792756.3096141107,2792756.3096141107,2552281.959999999,240474.3496141117,240474.3496141117,2922576.914161492,2722576.914161492,2324204.7300000004,598372.1841614917,398372.1841614917,1165862.9557691368,1165862.9557691368,683634.6499999991,482228.3057691377,482228.3057691377,184421381.42502064,189922174.28148484,155162953.47746938,29258427.94755125,34759220.80401546,Feb'19
